股票代號,股票名稱,收盤價,K值,D值,RSI,DIF,MACD,柱狀圖,BB上軌,BB中軌,BB下軌,成交量張,5日均量張,量比,市值億,本益比,每股配息,殖利率,更新時間
1538,正峰,23.15,17.21,26.61,19.23,-0.47,-0.16,-0.3,27.61,25.84,24.07,9,33,0.27,7.48,,,,2026-02-28 15:32:43
1539,巨庭,18.1,39.39,32.94,29.41,-0.05,0.05,-0.1,20.3,18.65,16.99,75,88,0.85,11.83,72.4,0.85,4.7,2026-02-28 15:32:45
1540,喬福,23.8,20.47,21.59,32.0,-0.14,0.05,-0.19,27.07,24.95,22.82,206,318,0.65,20.34,22.88,1.6,6.72,2026-02-28 15:32:46
1541,錩泰,25.3,54.81,47.66,44.32,0.13,0.21,-0.07,27.46,25.53,23.61,14,47,0.29,19.94,17.45,0.5,1.98,2026-02-28 15:32:47
1558,伸興,98.7,59.03,50.91,57.78,-0.45,-1.0,0.55,100.57,97.0,93.43,40,70,0.58,63.7,17.85,6.0,6.08,2026-02-28 15:32:49
1560,中砂,524.0,84.92,73.49,75.87,22.23,12.33,9.9,502.97,433.55,364.13,4615,4536,1.02,769.97,69.96,3.99,0.76,2026-02-28 15:32:50
1563,巧新,43.7,21.98,31.27,31.98,-0.49,-0.15,-0.34,49.13,46.19,43.25,467,552,0.85,95.11,20.71,2.27,5.19,2026-02-28 15:32:52
1568,倉佑,22.75,38.62,32.71,22.64,-0.22,-0.04,-0.18,25.55,23.69,21.82,88,178,0.49,23.45,19.96,1.2,5.27,2026-02-28 15:32:53
1582,信錦,72.7,73.07,59.07,56.49,0.97,0.65,0.33,72.61,68.88,65.15,2914,1313,2.22,104.88,16.08,5.5,7.57,2026-02-28 15:32:54
1583,程泰,49.7,71.63,59.57,57.89,0.64,0.62,0.02,50.1,48.65,47.2,37,54,0.68,54.37,22.9,3.03,6.1,2026-02-28 15:32:55
1587,吉茂,43.3,42.3,44.82,28.21,-1.44,-1.24,-0.2,52.54,46.67,40.81,725,740,0.98,34.66,216.5,0.5,1.15,2026-02-28 15:32:57
1589,永冠-KY,12.4,11.06,17.59,15.29,-0.8,-0.37,-0.43,19.65,16.64,13.63,202,503,0.4,18.99,2.71,,,2026-02-28 15:32:58
1590,亞德客-KY,1205.0,44.56,54.15,73.08,54.95,56.67,-1.72,1309.64,1134.5,959.36,1319,1097,1.2,2410.0,30.68,20.01,1.66,2026-02-28 15:32:59
1597,直得,78.3,49.58,47.48,39.6,0.43,0.84,-0.41,85.11,80.21,75.3,277,387,0.71,68.33,99.11,0.7,0.89,2026-02-28 15:33:00
1598,岱宇,18.95,25.4,33.45,22.22,-0.4,-0.29,-0.11,20.85,19.94,19.03,206,688,0.3,31.52,36.44,0.5,2.64,2026-02-28 15:33:01
1603,華電,38.7,36.44,25.89,14.88,-0.32,-0.03,-0.29,43.92,40.12,36.31,416,488,0.85,61.47,10.52,1.5,3.88,2026-02-28 15:33:03
1604,聲寶,24.35,84.79,71.34,59.38,0.03,-0.04,0.07,24.42,24.04,23.66,268,358,0.75,88.58,14.85,1.5,6.16,2026-02-28 15:33:04
1605,華新,36.75,48.0,31.22,33.6,-0.45,0.0,-0.45,44.1,38.14,32.18,41188,44222,0.93,1628.51,102.08,0.5,1.36,2026-02-28 15:33:05
1608,華榮,36.3,70.32,52.58,34.55,-0.63,-0.73,0.1,41.52,36.45,31.39,2927,4491,0.65,153.99,7.45,1.0,2.75,2026-02-28 15:33:06
1609,大亞,40.8,74.9,56.95,35.81,-0.07,-0.07,0.0,46.07,41.02,35.97,7413,6238,1.19,319.44,22.67,0.75,1.84,2026-02-28 15:33:08
1611,中電,13.3,60.7,55.2,44.44,-0.01,0.01,-0.03,14.15,13.39,12.63,414,479,0.87,42.92,78.24,0.8,6.02,2026-02-28 15:33:09
1612,宏泰,36.1,33.15,30.66,34.37,0.03,0.14,-0.12,38.56,36.52,34.49,1130,1076,1.05,114.1,13.67,2.1,5.82,2026-02-28 15:33:10
1614,三洋電,34.7,87.47,76.57,54.05,0.14,0.01,0.13,35.03,34.0,32.96,51,59,0.85,89.85,33.69,0.58,1.67,2026-02-28 15:33:12
1615,大山,48.95,74.15,55.86,42.95,-0.18,-0.24,0.06,50.73,48.74,46.74,141,144,0.98,96.27,11.54,2.0,4.09,2026-02-28 15:33:13
1616,億泰,29.15,74.13,61.48,42.42,0.05,-0.03,0.08,30.41,28.86,27.31,1033,1028,1.0,55.24,7.77,1.8,6.17,2026-02-28 15:33:14
1617,榮星,15.9,48.49,41.62,33.33,0.08,0.21,-0.12,17.63,16.45,15.28,229,168,1.36,25.09,,0.5,3.14,2026-02-28 15:33:16
1618,合機,46.7,67.76,51.25,42.99,0.39,0.44,-0.05,49.91,46.1,42.3,2040,1407,1.45,89.99,11.01,1.5,3.21,2026-02-28 15:33:17
1626,艾美特-KY,11.1,63.32,43.87,31.25,-0.07,-0.09,0.02,11.73,11.07,10.41,91,114,0.79,16.63,,,,2026-02-28 15:33:19
1702,南僑,38.2,75.25,62.82,60.0,-0.06,-0.16,0.1,38.32,37.72,37.13,411,482,0.85,94.77,21.22,2.5,6.54,2026-02-28 15:33:20
1707,葡萄王,124.0,85.55,74.4,60.0,-0.04,-0.41,0.37,123.93,122.15,120.37,231,148,1.56,183.69,15.16,6.4,5.16,2026-02-28 15:33:22
1708,東鹼,36.35,85.31,79.46,64.66,0.78,0.59,0.18,36.57,34.38,32.19,2315,2205,1.05,90.51,12.2,2.0,5.5,2026-02-28 15:33:23
1709,和益,16.7,26.16,23.46,29.63,-0.06,-0.03,-0.03,17.34,16.9,16.47,632,547,1.15,79.66,16.37,0.8,4.79,2026-02-28 15:33:24
1710,東聯,13.15,58.96,49.86,39.47,0.14,0.12,0.02,14.07,13.05,12.03,2143,2847,0.75,115.33,13.7,,,2026-02-28 15:33:25
1711,永光,27.2,77.18,74.76,66.78,1.39,0.93,0.46,27.35,23.2,19.05,31169,40318,0.77,148.99,,0.3,1.1,2026-02-28 15:33:27
1712,興農,45.25,23.24,36.93,41.57,0.16,0.32,-0.16,46.82,45.95,45.07,782,575,1.36,190.27,17.27,2.5,5.52,2026-02-28 15:33:28
1713,國化,49.2,67.02,52.54,42.36,0.01,0.09,-0.08,50.22,48.19,46.16,659,331,1.99,74.27,5.03,7.5,15.24,2026-02-28 15:33:29
1714,和桐,10.0,82.31,66.05,73.51,0.23,0.18,0.06,9.78,9.27,8.75,8749,7161,1.22,98.17,23.26,0.21,2.1,2026-02-28 15:33:30
1717,長興,69.0,78.03,55.87,52.42,2.04,1.82,0.22,70.02,60.95,51.89,112631,42752,2.63,808.85,46.31,1.2,1.74,2026-02-28 15:33:32
1718,中纖,7.14,72.47,59.43,41.54,0.02,0.02,0.0,7.4,7.11,6.82,3366,4279,0.79,95.79,,,,2026-02-28 15:33:33
1720,生達,65.6,80.71,65.31,74.67,0.64,0.2,0.44,64.26,61.49,58.72,1030,646,1.59,117.22,13.12,2.8,4.27,2026-02-28 15:33:34
1721,三晃,18.6,55.6,47.66,48.18,0.45,0.57,-0.12,20.27,18.32,16.36,1670,1969,0.85,34.39,,,,2026-02-28 15:33:35
1722,台肥,46.85,70.27,61.33,49.47,-0.03,-0.14,0.1,47.78,46.6,45.41,1743,1726,1.01,459.13,29.84,2.0,4.27,2026-02-28 15:33:36
1723,中碳,72.0,56.7,54.53,41.49,0.38,0.53,-0.15,74.38,72.65,70.93,593,455,1.3,167.15,22.78,4.5,6.25,2026-02-28 15:33:38
1725,元禎,28.25,74.59,56.72,43.75,-0.08,-0.12,0.04,29.57,27.89,26.22,49,59,0.82,51.37,17.55,1.25,4.42,2026-02-28 15:33:39
1726,永記,77.8,82.74,68.04,75.0,0.35,0.14,0.21,77.55,76.25,74.95,26,38,0.68,126.04,13.6,3.6,4.63,2026-02-28 15:33:40
1727,中華化,47.7,77.09,60.76,54.13,0.36,-0.16,0.52,49.63,44.47,39.31,3636,5084,0.72,59.8,530.0,0.5,1.05,2026-02-28 15:33:42
1730,花仙子,53.6,45.37,36.61,70.0,0.19,0.13,0.06,53.82,53.03,52.25,62,99,0.63,33.89,11.91,3.0,5.6,2026-02-28 15:33:43
1731,美吾華,22.15,70.68,55.3,47.06,0.04,0.03,0.02,22.15,21.94,21.73,161,132,1.22,29.44,16.91,1.2,5.42,2026-02-28 15:33:44
1732,毛寶,27.6,18.23,14.04,10.81,-0.21,-0.12,-0.09,31.19,28.22,25.24,186,342,0.54,11.71,76.67,0.5,1.81,2026-02-28 15:33:46
1733,五鼎,30.25,74.05,76.88,51.28,0.14,0.03,0.11,31.09,29.86,28.63,132,140,0.94,30.23,20.17,1.2,3.97,2026-02-28 15:33:47
1734,杏輝,30.75,49.53,42.47,32.26,-0.0,0.02,-0.02,31.29,30.87,30.44,173,225,0.77,58.49,16.99,0.95,3.09,2026-02-28 15:33:48
1735,日勝化,18.85,49.39,33.81,61.68,0.15,0.07,0.08,18.82,17.18,15.53,805,413,1.95,18.73,41.89,0.8,4.24,2026-02-28 15:33:49
1736,喬山,136.0,17.78,21.58,30.91,-3.29,-2.74,-0.54,153.14,143.62,134.11,717,397,1.8,412.49,14.56,4.0,2.94,2026-02-28 15:33:51
1737,臺鹽,31.8,76.66,55.95,52.63,0.02,-0.0,0.03,31.86,31.62,31.37,125,149,0.84,63.6,19.16,1.3,4.09,2026-02-28 15:33:52
1752,南光,37.1,33.36,35.4,56.52,0.01,-0.09,0.1,37.26,36.66,36.05,82,65,1.25,37.47,14.61,1.6,4.31,2026-02-28 15:33:53
1760,寶齡富錦,62.5,48.05,38.8,25.71,-0.57,-0.45,-0.12,67.75,63.95,60.16,117,142,0.82,53.59,30.79,1.8,2.88,2026-02-28 15:33:55
1762,中化生,27.1,67.73,56.8,49.51,0.42,0.36,0.06,27.77,26.53,25.29,70,111,0.63,20.84,60.22,0.19,0.7,2026-02-28 15:33:56
1773,勝一,159.0,80.86,69.09,62.79,1.19,-0.24,1.43,161.18,148.2,135.22,3048,1815,1.68,477.0,24.39,2.5,1.57,2026-02-28 15:33:57
1776,展宇,15.3,59.81,49.27,42.42,-0.04,-0.05,0.01,15.73,15.28,14.84,56,36,1.53,9.2,85.0,0.8,5.23,2026-02-28 15:33:59
1783,和康生,44.6,43.05,36.22,24.07,-0.14,0.08,-0.23,47.94,45.71,43.49,103,85,1.21,40.0,17.22,0.83,1.86,2026-02-28 15:34:00
1786,科妍,74.6,50.8,34.96,26.67,-1.04,-0.75,-0.29,83.23,76.64,70.06,279,297,0.94,55.82,33.76,3.24,4.34,2026-02-28 15:34:01
1789,神隆,21.4,14.59,14.34,19.4,-0.25,0.3,-0.55,27.83,23.97,20.12,1724,1652,1.04,169.22,89.17,0.35,1.64,2026-02-28 15:34:03
1795,美時,278.5,6.83,15.75,22.22,-5.73,3.75,-9.47,384.19,326.43,268.66,5162,6192,0.83,731.93,15.43,5.78,2.08,2026-02-28 15:34:04
1802,台玻,61.1,76.6,64.46,60.29,3.97,3.1,0.87,60.76,51.07,41.38,240264,203153,1.18,1776.83,18.18,,,2026-02-28 15:34:05
1805,寶徠,11.65,22.27,29.02,35.71,-0.07,-0.03,-0.04,12.23,11.88,11.53,51,68,0.74,15.72,5.71,,,2026-02-28 15:34:07
1806,冠軍,8.95,68.63,55.29,44.57,-0.03,-0.03,0.01,9.17,8.95,8.74,242,432,0.56,34.59,27.97,1.0,11.17,2026-02-28 15:34:08
1808,潤隆,30.1,15.44,25.58,36.26,-0.65,-0.57,-0.08,32.86,31.61,30.37,2699,1702,1.59,241.92,14.13,2.22,7.38,2026-02-28 15:34:09
1809,中釉,25.65,46.09,32.95,48.78,0.76,1.0,-0.23,28.12,25.15,22.18,7747,3915,1.98,42.85,150.88,0.25,0.97,2026-02-28 15:34:11
1810,和成,19.0,66.69,58.54,45.68,0.09,0.1,-0.01,20.35,19.1,17.84,905,1273,0.71,57.35,475.0,0.19,1.0,2026-02-28 15:34:12
1817,凱撒衛,39.0,74.66,71.09,57.14,0.12,0.09,0.03,39.12,38.72,38.33,57,56,1.0,28.31,9.7,2.4,6.15,2026-02-28 15:34:13
1903,士紙,54.0,26.39,26.3,28.91,-0.56,-0.32,-0.24,59.79,55.78,51.78,197,285,0.69,140.42,117.39,,,2026-02-28 15:34:14
1904,正隆,18.4,63.37,70.59,60.94,0.22,0.14,0.08,18.84,18.0,17.16,1639,1658,0.99,203.92,68.15,0.45,2.45,2026-02-28 15:34:16
1905,華紙,12.55,53.24,47.01,58.97,0.09,0.06,0.04,12.66,12.21,11.76,2769,5370,0.52,138.41,,,,2026-02-28 15:34:17
1906,寶隆,11.9,57.23,57.14,47.83,-0.02,-0.05,0.02,12.13,11.85,11.57,77,113,0.68,17.97,99.17,0.1,0.84,2026-02-28 15:34:18
1907,永豐餘,25.85,55.1,65.65,58.54,0.12,0.01,0.11,26.55,25.48,24.4,1225,1456,0.84,429.21,21.54,0.8,3.09,2026-02-28 15:34:20
1909,榮成,9.93,51.19,50.65,48.23,-0.02,-0.05,0.03,10.16,9.89,9.62,2033,2993,0.68,130.25,,,,2026-02-28 15:34:21
2002,中鋼,20.75,56.71,53.87,61.17,0.43,0.43,-0.01,21.78,20.31,18.83,78043,71722,1.09,3180.52,41.88,0.33,1.59,2026-02-28 15:34:22
2006,東和鋼鐵,73.4,83.42,76.77,68.42,1.16,1.0,0.16,73.44,71.11,68.77,3246,2213,1.47,535.98,12.03,4.0,5.45,2026-02-28 15:34:24
2007,燁興,8.55,57.73,39.01,58.57,0.13,0.15,-0.02,8.95,8.34,7.72,330,339,0.97,45.37,,,,2026-02-28 15:34:25
2008,高興昌,30.0,70.89,58.39,56.25,0.18,0.12,0.06,30.25,29.52,28.79,43,34,1.26,57.26,50.0,0.5,1.67,2026-02-28 15:34:26
2009,第一銅,46.5,68.19,49.59,37.99,-0.69,-0.57,-0.11,53.85,47.34,40.82,2686,3049,0.88,167.22,140.91,0.5,1.08,2026-02-28 15:34:28
2010,春源,22.9,88.83,84.43,79.1,0.47,0.38,0.09,23.26,21.88,20.5,1465,1591,0.92,148.31,10.32,1.3,5.68,2026-02-28 15:34:29
2012,春雨,17.15,56.59,45.36,53.66,0.13,0.17,-0.03,17.44,17.07,16.7,54,66,0.83,47.8,51.97,1.0,5.83,2026-02-28 15:34:31
2013,中鋼構,43.45,69.56,47.45,65.71,0.14,-0.02,0.16,43.27,42.03,40.79,193,211,0.92,86.9,14.73,2.0,4.6,2026-02-28 15:34:32
2014,中鴻,18.15,29.23,30.91,58.33,0.47,0.58,-0.12,20.35,18.07,15.78,10911,9453,1.15,260.55,34.9,,,2026-02-28 15:34:33
2015,豐興,67.7,81.15,79.44,68.42,1.12,0.89,0.23,68.61,65.51,62.41,386,402,0.96,393.74,16.88,3.3,4.87,2026-02-28 15:34:34
2017,官田鋼,9.73,67.69,46.56,72.36,0.09,0.04,0.05,9.35,8.9,8.44,4709,1795,2.62,41.58,,,,2026-02-28 15:34:36
2020,美亞,24.6,79.61,67.73,59.42,0.2,0.17,0.03,24.73,24.05,23.37,536,421,1.27,65.69,12.95,2.2,8.94,2026-02-28 15:34:37
2022,聚亨,9.13,80.46,62.44,56.18,0.13,0.11,0.02,9.32,8.89,8.47,683,937,0.73,30.78,,,,2026-02-28 15:34:38
2023,燁輝,14.65,18.99,18.95,45.65,-0.04,-0.01,-0.03,15.32,14.88,14.43,4128,3006,1.37,274.87,38.55,,,2026-02-28 15:34:40
2024,志聯,16.65,73.33,64.45,66.1,0.11,0.04,0.07,16.77,16.07,15.38,7,15,0.45,16.23,,,,2026-02-28 15:34:41
2025,千興,12.05,40.93,35.35,32.0,0.07,0.23,-0.16,13.44,12.52,11.59,275,245,1.12,20.81,,,,2026-02-28 15:34:42
2027,大成鋼,37.05,29.0,29.2,40.98,0.12,0.27,-0.15,39.85,37.62,35.4,17583,13668,1.29,872.1,14.14,1.1,2.97,2026-02-28 15:34:43
2028,威致,19.3,63.99,44.08,56.6,0.28,0.31,-0.03,20.29,18.88,17.47,92,128,0.71,62.54,87.73,0.6,3.11,2026-02-28 15:34:45
2029,盛餘,21.85,68.35,59.73,60.0,0.18,0.15,0.03,22.13,21.42,20.7,159,225,0.71,70.18,20.81,1.25,5.72,2026-02-28 15:34:46
2030,彰源,16.5,27.66,23.04,45.56,0.23,0.35,-0.13,17.7,16.55,15.4,648,887,0.73,45.53,53.23,0.71,4.3,2026-02-28 15:34:47
2031,新光鋼,39.25,63.91,59.86,51.45,0.29,0.29,-0.0,40.36,39.17,37.98,813,861,0.94,126.05,16.35,2.5,6.37,2026-02-28 15:34:49
2032,新鋼,16.4,39.69,32.42,48.0,0.14,0.26,-0.12,17.61,16.61,15.6,459,637,0.72,21.41,33.47,0.38,2.32,2026-02-28 15:34:50
2033,佳大,16.45,51.35,41.45,54.93,0.11,0.1,0.0,16.84,16.31,15.78,157,202,0.78,13.27,56.72,0.2,1.22,2026-02-28 15:34:51
2034,允強,20.85,17.1,16.82,36.36,-0.04,0.1,-0.14,22.65,21.4,20.15,1398,1726,0.81,110.3,26.39,1.0,4.8,2026-02-28 15:34:53
2038,海光,15.0,15.69,18.72,50.0,0.08,0.19,-0.11,16.5,15.4,14.3,1447,966,1.5,29.12,,0.2,1.33,2026-02-28 15:34:54
2049,上銀,230.0,39.33,35.59,35.03,3.45,6.04,-2.59,259.27,236.93,214.58,3594,3953,0.91,813.72,58.52,2.4,1.04,2026-02-28 15:34:55
2059,川湖,3445.0,70.52,50.9,53.0,-58.14,-99.63,41.48,3667.6,3217.25,2766.9,1711,1087,1.57,3282.98,39.53,32.2,0.93,2026-02-28 15:34:56
2062,橋椿,22.2,54.05,45.08,51.11,0.01,0.06,-0.05,22.88,21.98,21.08,626,360,1.74,44.4,30.83,1.8,8.11,2026-02-28 15:34:58
2069,運錩,18.95,30.63,25.52,33.73,0.04,0.19,-0.15,20.78,19.43,18.07,241,352,0.68,31.53,11.99,0.9,4.75,2026-02-28 15:34:59
2101,南港,35.55,65.97,54.46,39.0,-0.42,-0.51,0.09,37.49,35.82,34.15,1362,1359,1.0,257.83,74.06,1.77,4.98,2026-02-28 15:35:00
2102,泰豐,20.85,80.64,66.0,63.16,0.12,0.03,0.09,20.73,19.99,19.24,867,822,1.06,95.82,,,,2026-02-28 15:35:01
2103,台橡,20.5,88.21,83.42,80.38,1.09,0.48,0.61,20.05,16.25,12.44,17555,21179,0.83,169.27,170.83,0.63,3.07,2026-02-28 15:35:03
2104,國際中橡,13.2,65.71,55.71,56.88,0.35,0.14,0.21,13.72,11.96,10.19,10169,14527,0.7,128.04,48.89,,,2026-02-28 15:35:04
2105,正新,31.3,72.09,59.71,53.26,0.02,-0.02,0.04,31.69,30.76,29.84,172705,52234,3.31,1014.56,19.94,2.4,7.67,2026-02-28 15:35:05
2106,建大,20.25,65.69,60.74,50.0,0.04,-0.03,0.07,20.93,19.99,19.05,2863,1305,2.19,193.37,75.0,1.1,5.43,2026-02-28 15:35:06
2107,厚生,25.85,85.21,72.04,66.67,0.23,0.16,0.07,25.82,25.14,24.47,289,259,1.11,78.48,15.96,1.4,5.42,2026-02-28 15:35:08
2108,南帝,27.25,80.74,67.94,70.73,0.78,0.41,0.37,27.23,24.61,21.98,1430,2751,0.52,134.18,29.62,1.0,3.67,2026-02-28 15:35:09
2109,華豐,15.1,69.66,60.53,63.64,0.01,-0.03,0.04,15.16,14.92,14.69,260,209,1.25,42.18,11.98,1.5,9.93,2026-02-28 15:35:10
2114,鑫永銓,90.0,63.9,47.29,55.17,-0.07,-0.11,0.05,90.09,89.57,89.05,49,69,0.7,70.19,16.51,5.0,5.56,2026-02-28 15:35:12
2115,六暉-KY,24.4,68.88,55.6,33.33,-0.16,-0.12,-0.04,25.81,24.75,23.68,86,122,0.7,25.47,12.08,1.5,6.15,2026-02-28 15:35:13
2201,裕隆,30.75,37.55,30.15,42.86,-0.52,-0.59,0.07,32.13,31.06,29.99,3295,3976,0.83,326.71,23.12,1.3,4.23,2026-02-28 15:35:15
2204,中華,59.8,83.27,75.5,80.3,0.32,-0.21,0.53,59.96,56.9,53.84,1617,2043,0.79,331.06,11.68,4.2,7.02,2026-02-28 15:35:16
2206,三陽工業,59.8,49.69,69.02,51.79,0.14,0.07,0.07,61.53,60.04,58.55,1298,1270,1.02,465.45,10.1,3.03,5.07,2026-02-28 15:35:17
2207,和泰車,585.0,85.68,72.46,71.88,2.71,-3.77,6.48,570.09,538.55,507.01,1164,644,1.81,3259.05,17.86,20.0,3.42,2026-02-28 15:35:18
2208,台船,24.35,79.8,69.32,64.03,0.75,0.56,0.19,24.64,22.67,20.7,6679,11422,0.58,310.35,,,,2026-02-28 15:35:20
2211,長榮鋼,103.0,69.17,68.67,54.84,-0.03,-0.25,0.23,105.04,102.12,99.2,943,1514,0.62,429.6,12.17,5.0,4.85,2026-02-28 15:35:21
2227,裕日車,56.0,72.68,56.23,54.65,0.13,-0.23,0.36,56.19,53.94,51.68,44,78,0.56,168.0,32.56,3.9,6.96,2026-02-28 15:35:22
2228,劍麟,96.5,53.22,39.5,38.1,-2.34,-2.51,0.18,103.87,97.42,90.96,205,200,1.02,76.99,14.6,9.0,9.33,2026-02-28 15:35:24
2231,為升,95.4,68.98,53.69,45.78,-0.47,-1.0,0.53,103.67,94.45,85.23,387,512,0.75,129.67,60.76,2.07,2.17,2026-02-28 15:35:25
2233,宇隆,233.5,25.18,20.75,47.7,1.1,4.46,-3.36,281.73,241.62,201.52,1155,1218,0.95,140.77,31.64,7.0,3.0,2026-02-28 15:35:27
2236,百達-KY,115.0,66.44,65.34,45.45,0.69,0.61,0.08,116.25,113.5,110.75,188,336,0.56,70.61,21.38,0.31,0.27,2026-02-28 15:35:28
2239,英利-KY,27.3,34.45,29.53,30.93,-1.28,-1.43,0.15,30.17,28.3,26.42,162,126,1.28,32.14,3.57,,,2026-02-28 15:35:30
2241,艾姆勒,29.1,13.61,14.5,17.86,-1.58,-1.51,-0.06,35.44,31.42,27.39,712,376,1.89,30.44,,,,2026-02-28 15:35:31
2243,宏旭-KY,12.2,91.13,83.76,68.57,0.18,0.11,0.07,12.26,11.63,11.01,194,302,0.64,8.46,39.35,,,2026-02-28 15:35:32
2247,汎德永業,268.5,26.52,42.26,45.04,-0.79,-0.35,-0.45,287.25,274.73,262.2,147,355,0.42,216.7,13.3,25.0,9.31,2026-02-28 15:35:33
2248,華勝-KY,48.5,72.61,60.54,49.26,-0.17,-0.36,0.19,50.16,48.18,46.2,25,21,1.19,23.09,9.57,2.73,5.63,2026-02-28 15:35:35
2250,IKKA-KY,70.6,37.62,31.37,27.54,-0.88,-0.6,-0.28,78.27,73.08,67.89,74,106,0.69,25.69,18.53,3.35,4.75,2026-02-28 15:35:36
2254,巨鎧精密-創,67.6,87.11,71.75,81.6,0.78,0.13,0.65,63.74,59.85,55.97,139,148,0.94,43.1,,,,2026-02-28 15:35:37
2258,鴻華先進-創,39.6,66.98,60.24,60.82,-0.09,-0.32,0.23,39.87,38.57,37.28,520,808,0.64,689.56,,,,2026-02-28 15:35:38
2301,光寶科,173.0,65.81,72.15,50.3,5.01,3.72,1.29,191.22,172.9,154.58,95783,46956,2.04,3926.71,27.77,6.51,3.76,2026-02-28 15:35:39
2302,麗正,19.05,41.65,28.35,32.65,-0.13,-0.01,-0.12,21.79,19.53,17.28,1325,843,1.57,31.68,24.74,0.58,3.04,2026-02-28 15:35:41
2303,聯電,65.4,58.84,51.98,28.74,1.88,2.25,-0.37,74.53,65.48,56.43,174910,146733,1.19,8232.65,19.35,2.85,4.36,2026-02-28 15:35:42
2305,全友,13.65,60.12,42.96,46.48,0.1,0.18,-0.07,14.69,13.48,12.27,783,675,1.16,27.67,,,,2026-02-28 15:35:44
2308,台達電,1430.0,80.75,69.39,65.0,76.73,58.82,17.91,1419.42,1248.25,1077.08,16681,15890,1.05,37144.87,74.63,7.0,0.49,2026-02-28 15:35:45
2312,金寶,25.75,47.19,30.79,50.88,-0.42,-0.24,-0.18,30.84,26.23,21.62,30320,26202,1.16,387.66,25.5,0.6,2.33,2026-02-28 15:35:46
2313,華通,204.5,70.35,70.53,61.09,20.3,19.15,1.15,218.71,181.0,143.29,71919,86137,0.83,2437.27,40.98,2.4,1.17,2026-02-28 15:35:48
2314,台揚,20.4,30.24,24.43,32.53,-0.45,-0.42,-0.03,22.56,21.15,19.74,310,244,1.27,9.12,15.0,,,2026-02-28 15:35:49
2316,楠梓電,112.5,77.13,63.79,64.92,0.86,-0.52,1.38,106.04,98.26,90.47,20260,6915,2.93,204.11,9.31,0.5,0.44,2026-02-28 15:35:50
2317,鴻海,243.0,81.83,71.99,66.06,2.59,-0.44,3.03,241.02,224.03,207.03,117910,98759,1.19,33929.46,18.12,5.8,2.39,2026-02-28 15:35:51
2321,東訊,16.55,55.93,56.84,48.18,-0.23,-0.23,-0.0,17.43,16.42,15.4,18,7,2.3,4.96,,,,2026-02-28 15:35:53
2323,中環,11.25,75.19,57.88,60.07,0.06,-0.03,0.08,11.32,10.61,9.9,9604,10524,0.91,122.55,,0.3,2.67,2026-02-28 15:35:54
2324,仁寶,31.65,31.36,19.52,44.23,-0.2,-0.02,-0.18,33.82,31.57,29.33,71879,48262,1.49,1379.03,21.1,1.4,4.42,2026-02-28 15:35:55
2327,國巨*,298.0,77.18,60.13,55.61,7.45,4.93,2.52,312.01,276.27,240.54,45762,42785,1.07,6175.74,29.86,5.0,1.68,2026-02-28 15:35:56
2328,廣宇,51.2,61.44,47.45,44.07,0.16,0.28,-0.12,55.09,51.53,47.96,3638,6021,0.6,265.39,28.44,1.1,2.15,2026-02-28 15:35:58
2329,華泰,57.9,58.69,39.96,41.84,-0.92,-0.85,-0.07,66.67,56.69,46.7,28571,15183,1.88,324.37,35.52,1.0,1.73,2026-02-28 15:35:59
2330,台積電,1995.0,88.96,82.54,70.59,80.86,66.65,14.21,1999.0,1829.25,1659.5,58561,50132,1.17,517353.85,30.12,24.0,1.2,2026-02-28 15:36:01
2331,精英,27.6,67.83,51.87,42.93,0.39,0.45,-0.05,29.84,27.15,24.45,4860,7877,0.62,153.84,23.19,0.21,0.76,2026-02-28 15:36:02
2332,友訊,15.75,54.9,42.36,40.0,-0.08,-0.05,-0.02,16.87,15.91,14.95,1356,1890,0.72,94.01,52.5,0.1,0.63,2026-02-28 15:36:03
2337,旺宏,110.0,81.18,78.96,68.3,12.25,10.88,1.37,114.24,88.84,63.43,143339,205041,0.7,2039.26,9.54,,,2026-02-28 15:36:05
2338,光罩,49.2,78.97,54.57,62.61,1.08,0.11,0.97,47.0,39.24,31.48,7118,3700,1.92,138.02,164.0,1.5,3.05,2026-02-28 15:36:06
2340,台亞,27.55,71.55,54.18,51.09,-0.14,-0.35,0.21,29.09,26.31,23.53,3838,3081,1.25,120.63,50.09,,,2026-02-28 15:36:07
2342,茂矽,33.5,54.6,35.05,41.4,-0.22,-0.11,-0.11,37.93,33.2,28.47,3846,1863,2.06,52.79,1116.67,0.3,0.9,2026-02-28 15:36:08
2344,華邦電,122.5,74.97,57.55,47.25,5.09,5.12,-0.03,131.81,112.57,93.32,179034,193463,0.93,5512.5,139.2,,,2026-02-28 15:36:10
2345,智邦,1400.0,82.28,81.19,67.42,68.06,44.09,23.97,1488.43,1243.0,997.57,5547,5689,0.97,7824.71,34.97,11.0,0.79,2026-02-28 15:36:11
2347,聯強,71.9,88.44,78.43,79.55,1.83,1.47,0.36,70.99,67.25,63.51,6040,6058,1.0,1199.25,13.88,4.0,5.56,2026-02-28 15:36:12
2348,海悅,73.4,6.81,12.94,36.96,-1.64,-1.43,-0.21,79.78,76.16,72.54,229,321,0.72,111.37,15.32,9.0,12.26,2026-02-28 15:36:13
